timestep,agg_RIS,category,date,NER,NER_SA
W,Establishment Size,20-49 employees,2012-06-09,19187000.0,18880000.0
W,Establishment Size,20-49 employees,2012-06-16,19216000.0,18887000.0
W,Establishment Size,20-49 employees,2012-06-23,19253000.0,18894000.0
W,Establishment Size,20-49 employees,2012-06-30,19278000.0,18900000.0
W,Establishment Size,20-49 employees,2012-07-07,19294000.0,18907000.0
W,Establishment Size,20-49 employees,2012-07-14,19297000.0,18913000.0
W,Establishment Size,20-49 employees,2012-07-21,19315000.0,18920000.0
W,Establishment Size,20-49 employees,2012-07-28,19325000.0,18927000.0
W,Establishment Size,20-49 employees,2012-08-04,19342000.0,18934000.0
W,Establishment Size,20-49 employees,2012-08-11,19351000.0,18941000.0
W,Establishment Size,20-49 employees,2012-08-18,19356000.0,18948000.0
W,Establishment Size,20-49 employees,2012-08-25,19366000.0,18955000.0
W,Establishment Size,20-49 employees,2012-09-01,19371000.0,18963000.0
W,Establishment Size,20-49 employees,2012-09-08,19372000.0,18971000.0
W,Establishment Size,20-49 employees,2012-09-15,19373000.0,18978000.0
W,Establishment Size,20-49 employees,2012-09-22,19386000.0,18986000.0
W,Establishment Size,20-49 employees,2012-09-29,19394000.0,18996000.0
W,Establishment Size,20-49 employees,2012-10-06,19411000.0,19006000.0
W,Establishment Size,20-49 employees,2012-10-13,19417000.0,19016000.0
W,Establishment Size,20-49 employees,2012-10-20,19424000.0,19025000.0
W,Establishment Size,20-49 employees,2012-10-27,19429000.0,19035000.0
W,Establishment Size,20-49 employees,2012-11-03,19428000.0,19046000.0
W,Establishment Size,20-49 employees,2012-11-10,19434000.0,19056000.0
W,Establishment Size,20-49 employees,2012-11-17,19437000.0,19066000.0
W,Establishment Size,20-49 employees,2012-11-24,19416000.0,19077000.0
W,Establishment Size,20-49 employees,2012-12-01,19367000.0,19088000.0
W,Establishment Size,20-49 employees,2012-12-08,19301000.0,19097000.0
W,Establishment Size,20-49 employees,2012-12-15,19253000.0,19106000.0
W,Establishment Size,20-49 employees,2012-12-22,19245000.0,19116000.0
W,Establishment Size,20-49 employees,2012-12-29,19216000.0,19125000.0
W,Establishment Size,20-49 employees,2013-01-05,19177000.0,19134000.0
W,Establishment Size,20-49 employees,2013-01-12,19141000.0,19142000.0
W,Establishment Size,20-49 employees,2013-01-19,19132000.0,19150000.0
W,Establishment Size,20-49 employees,2013-01-26,19124000.0,19157000.0
W,Establishment Size,20-49 employees,2013-02-02,19123000.0,19164000.0
W,Establishment Size,20-49 employees,2013-02-09,19136000.0,19171000.0
W,Establishment Size,20-49 employees,2013-02-16,19143000.0,19178000.0
W,Establishment Size,20-49 employees,2013-02-23,19151000.0,19186000.0
W,Establishment Size,20-49 employees,2013-03-02,19164000.0,19193000.0
W,Establishment Size,20-49 employees,2013-03-09,19190000.0,19199000.0
W,Establishment Size,20-49 employees,2013-03-16,19215000.0,19205000.0
W,Establishment Size,20-49 employees,2013-03-23,19242000.0,19211000.0
W,Establishment Size,20-49 employees,2013-03-30,19270000.0,19218000.0
W,Establishment Size,20-49 employees,2013-04-06,19297000.0,19224000.0
W,Establishment Size,20-49 employees,2013-04-13,19319000.0,19231000.0
W,Establishment Size,20-49 employees,2013-04-20,19349000.0,19239000.0
W,Establishment Size,20-49 employees,2013-04-27,19375000.0,19246000.0
W,Establishment Size,20-49 employees,2013-05-04,19397000.0,19253000.0
W,Establishment Size,20-49 employees,2013-05-11,19430000.0,19261000.0
W,Establishment Size,20-49 employees,2013-05-18,19468000.0,19269000.0
W,Establishment Size,20-49 employees,2013-05-25,19528000.0,19277000.0
W,Establishment Size,20-49 employees,2013-06-01,19571000.0,19285000.0
W,Establishment Size,20-49 employees,2013-06-08,19614000.0,19295000.0
W,Establishment Size,20-49 employees,2013-06-15,19655000.0,19305000.0
W,Establishment Size,20-49 employees,2013-06-22,19694000.0,19315000.0
W,Establishment Size,20-49 employees,2013-06-29,19725000.0,19325000.0
W,Establishment Size,20-49 employees,2013-07-06,19735000.0,19334000.0
W,Establishment Size,20-49 employees,2013-07-13,19737000.0,19342000.0
W,Establishment Size,20-49 employees,2013-07-20,19756000.0,19351000.0
W,Establishment Size,20-49 employees,2013-07-27,19775000.0,19360000.0
W,Establishment Size,20-49 employees,2013-08-03,19783000.0,19369000.0
W,Establishment Size,20-49 employees,2013-08-10,19793000.0,19377000.0
W,Establishment Size,20-49 employees,2013-08-17,19810000.0,19386000.0
W,Establishment Size,20-49 employees,2013-08-24,19809000.0,19394000.0
W,Establishment Size,20-49 employees,2013-08-31,19809000.0,19401000.0
W,Establishment Size,20-49 employees,2013-09-07,19813000.0,19409000.0
W,Establishment Size,20-49 employees,2013-09-14,19830000.0,19417000.0
W,Establishment Size,20-49 employees,2013-09-21,19850000.0,19427000.0
W,Establishment Size,20-49 employees,2013-09-28,19845000.0,19437000.0
W,Establishment Size,20-49 employees,2013-10-05,19854000.0,19446000.0
W,Establishment Size,20-49 employees,2013-10-12,19860000.0,19455000.0
W,Establishment Size,20-49 employees,2013-10-19,19860000.0,19464000.0
W,Establishment Size,20-49 employees,2013-10-26,19871000.0,19473000.0
W,Establishment Size,20-49 employees,2013-11-02,19871000.0,19481000.0
W,Establishment Size,20-49 employees,2013-11-09,19881000.0,19490000.0
W,Establishment Size,20-49 employees,2013-11-16,19888000.0,19501000.0
W,Establishment Size,20-49 employees,2013-11-23,19901000.0,19512000.0
W,Establishment Size,20-49 employees,2013-11-30,19891000.0,19525000.0
W,Establishment Size,20-49 employees,2013-12-07,19841000.0,19538000.0
W,Establishment Size,20-49 employees,2013-12-14,19794000.0,19551000.0
W,Establishment Size,20-49 employees,2013-12-21,19746000.0,19564000.0
W,Establishment Size,20-49 employees,2013-12-28,19715000.0,19576000.0
W,Establishment Size,20-49 employees,2014-01-04,19674000.0,19588000.0
W,Establishment Size,20-49 employees,2014-01-11,19633000.0,19600000.0
W,Establishment Size,20-49 employees,2014-01-18,19615000.0,19611000.0
W,Establishment Size,20-49 employees,2014-01-25,19622000.0,19623000.0
W,Establishment Size,20-49 employees,2014-02-01,19616000.0,19635000.0
W,Establishment Size,20-49 employees,2014-02-08,19620000.0,19644000.0
W,Establishment Size,20-49 employees,2014-02-15,19634000.0,19652000.0
W,Establishment Size,20-49 employees,2014-02-22,19650000.0,19660000.0
W,Establishment Size,20-49 employees,2014-03-01,19661000.0,19668000.0
W,Establishment Size,20-49 employees,2014-03-08,19683000.0,19676000.0
W,Establishment Size,20-49 employees,2014-03-15,19714000.0,19686000.0
W,Establishment Size,20-49 employees,2014-03-22,19738000.0,19695000.0
W,Establishment Size,20-49 employees,2014-03-29,19770000.0,19704000.0
W,Establishment Size,20-49 employees,2014-04-05,19797000.0,19714000.0
W,Establishment Size,20-49 employees,2014-04-12,19820000.0,19723000.0
W,Establishment Size,20-49 employees,2014-04-19,19847000.0,19732000.0
W,Establishment Size,20-49 employees,2014-04-26,19878000.0,19741000.0
W,Establishment Size,20-49 employees,2014-05-03,19903000.0,19750000.0
W,Establishment Size,20-49 employees,2014-05-10,19942000.0,19760000.0
W,Establishment Size,20-49 employees,2014-05-17,19989000.0,19770000.0
W,Establishment Size,20-49 employees,2014-05-24,20050000.0,19781000.0
W,Establishment Size,20-49 employees,2014-05-31,20102000.0,19792000.0
W,Establishment Size,20-49 employees,2014-06-07,20152000.0,19804000.0
W,Establishment Size,20-49 employees,2014-06-14,20200000.0,19817000.0
W,Establishment Size,20-49 employees,2014-06-21,20245000.0,19830000.0
W,Establishment Size,20-49 employees,2014-06-28,20287000.0,19845000.0
W,Establishment Size,20-49 employees,2014-07-05,20309000.0,19859000.0
W,Establishment Size,20-49 employees,2014-07-12,20321000.0,19874000.0
W,Establishment Size,20-49 employees,2014-07-19,20336000.0,19888000.0
W,Establishment Size,20-49 employees,2014-07-26,20356000.0,19902000.0
W,Establishment Size,20-49 employees,2014-08-02,20367000.0,19915000.0
W,Establishment Size,20-49 employees,2014-08-09,20387000.0,19929000.0
W,Establishment Size,20-49 employees,2014-08-16,20398000.0,19942000.0
W,Establishment Size,20-49 employees,2014-08-23,20412000.0,19956000.0
W,Establishment Size,20-49 employees,2014-08-30,20420000.0,19969000.0
W,Establishment Size,20-49 employees,2014-09-06,20435000.0,19982000.0
W,Establishment Size,20-49 employees,2014-09-13,20424000.0,19994000.0
W,Establishment Size,20-49 employees,2014-09-20,20442000.0,20005000.0
W,Establishment Size,20-49 employees,2014-09-27,20462000.0,20017000.0
W,Establishment Size,20-49 employees,2014-10-04,20483000.0,20030000.0
W,Establishment Size,20-49 employees,2014-10-11,20498000.0,20044000.0
W,Establishment Size,20-49 employees,2014-10-18,20515000.0,20058000.0
W,Establishment Size,20-49 employees,2014-10-25,20523000.0,20071000.0
W,Establishment Size,20-49 employees,2014-11-01,20524000.0,20085000.0
W,Establishment Size,20-49 employees,2014-11-08,20527000.0,20098000.0
W,Establishment Size,20-49 employees,2014-11-15,20527000.0,20110000.0
W,Establishment Size,20-49 employees,2014-11-22,20537000.0,20122000.0
W,Establishment Size,20-49 employees,2014-11-29,20512000.0,20136000.0
W,Establishment Size,20-49 employees,2014-12-06,20466000.0,20149000.0
W,Establishment Size,20-49 employees,2014-12-13,20394000.0,20161000.0
W,Establishment Size,20-49 employees,2014-12-20,20375000.0,20173000.0
W,Establishment Size,20-49 employees,2014-12-27,20352000.0,20185000.0
W,Establishment Size,20-49 employees,2015-01-03,20310000.0,20195000.0
W,Establishment Size,20-49 employees,2015-01-10,20263000.0,20206000.0
W,Establishment Size,20-49 employees,2015-01-17,20263000.0,20217000.0
W,Establishment Size,20-49 employees,2015-01-24,20259000.0,20229000.0
W,Establishment Size,20-49 employees,2015-01-31,20263000.0,20242000.0
W,Establishment Size,20-49 employees,2015-02-07,20271000.0,20254000.0
W,Establishment Size,20-49 employees,2015-02-14,20279000.0,20266000.0
W,Establishment Size,20-49 employees,2015-02-21,20291000.0,20278000.0
W,Establishment Size,20-49 employees,2015-02-28,20305000.0,20291000.0
W,Establishment Size,20-49 employees,2015-03-07,20325000.0,20303000.0
W,Establishment Size,20-49 employees,2015-03-14,20349000.0,20314000.0
W,Establishment Size,20-49 employees,2015-03-21,20381000.0,20326000.0
W,Establishment Size,20-49 employees,2015-03-28,20418000.0,20338000.0
W,Establishment Size,20-49 employees,2015-04-04,20444000.0,20350000.0
W,Establishment Size,20-49 employees,2015-04-11,20481000.0,20362000.0
W,Establishment Size,20-49 employees,2015-04-18,20509000.0,20373000.0
W,Establishment Size,20-49 employees,2015-04-25,20548000.0,20386000.0
W,Establishment Size,20-49 employees,2015-05-02,20573000.0,20398000.0
W,Establishment Size,20-49 employees,2015-05-09,20616000.0,20411000.0
W,Establishment Size,20-49 employees,2015-05-16,20659000.0,20424000.0
W,Establishment Size,20-49 employees,2015-05-23,20709000.0,20437000.0
W,Establishment Size,20-49 employees,2015-05-30,20764000.0,20450000.0
W,Establishment Size,20-49 employees,2015-06-06,20825000.0,20464000.0
W,Establishment Size,20-49 employees,2015-06-13,20882000.0,20478000.0
W,Establishment Size,20-49 employees,2015-06-20,20928000.0,20493000.0
W,Establishment Size,20-49 employees,2015-06-27,20966000.0,20506000.0
W,Establishment Size,20-49 employees,2015-07-04,20988000.0,20520000.0
W,Establishment Size,20-49 employees,2015-07-11,20996000.0,20533000.0
W,Establishment Size,20-49 employees,2015-07-18,21015000.0,20547000.0
W,Establishment Size,20-49 employees,2015-07-25,21031000.0,20560000.0
W,Establishment Size,20-49 employees,2015-08-01,21031000.0,20571000.0
W,Establishment Size,20-49 employees,2015-08-08,21045000.0,20584000.0
W,Establishment Size,20-49 employees,2015-08-15,21055000.0,20596000.0
W,Establishment Size,20-49 employees,2015-08-22,21062000.0,20607000.0
W,Establishment Size,20-49 employees,2015-08-29,21060000.0,20616000.0
W,Establishment Size,20-49 employees,2015-09-05,21081000.0,20627000.0
W,Establishment Size,20-49 employees,2015-09-12,21081000.0,20637000.0
W,Establishment Size,20-49 employees,2015-09-19,21086000.0,20647000.0
W,Establishment Size,20-49 employees,2015-09-26,21094000.0,20656000.0
W,Establishment Size,20-49 employees,2015-10-03,21105000.0,20665000.0
W,Establishment Size,20-49 employees,2015-10-10,21123000.0,20675000.0
W,Establishment Size,20-49 employees,2015-10-17,21128000.0,20685000.0
W,Establishment Size,20-49 employees,2015-10-24,21134000.0,20695000.0
W,Establishment Size,20-49 employees,2015-10-31,21137000.0,20705000.0
W,Establishment Size,20-49 employees,2015-11-07,21139000.0,20715000.0
W,Establishment Size,20-49 employees,2015-11-14,21138000.0,20725000.0
W,Establishment Size,20-49 employees,2015-11-21,21149000.0,20733000.0
W,Establishment Size,20-49 employees,2015-11-28,21122000.0,20742000.0
W,Establishment Size,20-49 employees,2015-12-05,21066000.0,20749000.0
W,Establishment Size,20-49 employees,2015-12-12,20991000.0,20756000.0
W,Establishment Size,20-49 employees,2015-12-19,20965000.0,20765000.0
W,Establishment Size,20-49 employees,2015-12-26,20923000.0,20771000.0
W,Establishment Size,20-49 employees,2016-01-02,20865000.0,20777000.0
W,Establishment Size,20-49 employees,2016-01-09,20821000.0,20783000.0
W,Establishment Size,20-49 employees,2016-01-16,20806000.0,20790000.0
W,Establishment Size,20-49 employees,2016-01-23,20806000.0,20796000.0
W,Establishment Size,20-49 employees,2016-01-30,20804000.0,20803000.0
W,Establishment Size,20-49 employees,2016-02-06,20810000.0,20810000.0
W,Establishment Size,20-49 employees,2016-02-13,20825000.0,20818000.0
W,Establishment Size,20-49 employees,2016-02-20,20830000.0,20827000.0
W,Establishment Size,20-49 employees,2016-02-27,20837000.0,20836000.0
W,Establishment Size,20-49 employees,2016-03-05,20866000.0,20845000.0
W,Establishment Size,20-49 employees,2016-03-12,20889000.0,20855000.0
W,Establishment Size,20-49 employees,2016-03-19,20913000.0,20865000.0
W,Establishment Size,20-49 employees,2016-03-26,20937000.0,20875000.0
W,Establishment Size,20-49 employees,2016-04-02,20953000.0,20884000.0
W,Establishment Size,20-49 employees,2016-04-09,20979000.0,20892000.0
W,Establishment Size,20-49 employees,2016-04-16,21007000.0,20901000.0
W,Establishment Size,20-49 employees,2016-04-23,21028000.0,20909000.0
W,Establishment Size,20-49 employees,2016-04-30,21048000.0,20915000.0
W,Establishment Size,20-49 employees,2016-05-07,21077000.0,20922000.0
W,Establishment Size,20-49 employees,2016-05-14,21115000.0,20929000.0
W,Establishment Size,20-49 employees,2016-05-21,21163000.0,20935000.0
W,Establishment Size,20-49 employees,2016-05-28,21220000.0,20941000.0
W,Establishment Size,20-49 employees,2016-06-04,21285000.0,20949000.0
W,Establishment Size,20-49 employees,2016-06-11,21334000.0,20957000.0
W,Establishment Size,20-49 employees,2016-06-18,21370000.0,20964000.0
W,Establishment Size,20-49 employees,2016-06-25,21414000.0,20972000.0
W,Establishment Size,20-49 employees,2016-07-02,21436000.0,20980000.0
W,Establishment Size,20-49 employees,2016-07-09,21442000.0,20988000.0
W,Establishment Size,20-49 employees,2016-07-16,21447000.0,20996000.0
W,Establishment Size,20-49 employees,2016-07-23,21469000.0,21005000.0
W,Establishment Size,20-49 employees,2016-07-30,21474000.0,21014000.0
W,Establishment Size,20-49 employees,2016-08-06,21482000.0,21023000.0
W,Establishment Size,20-49 employees,2016-08-13,21486000.0,21032000.0
W,Establishment Size,20-49 employees,2016-08-20,21483000.0,21038000.0
W,Establishment Size,20-49 employees,2016-08-27,21479000.0,21045000.0
W,Establishment Size,20-49 employees,2016-09-03,21476000.0,21051000.0
W,Establishment Size,20-49 employees,2016-09-10,21478000.0,21057000.0
W,Establishment Size,20-49 employees,2016-09-17,21477000.0,21063000.0
W,Establishment Size,20-49 employees,2016-09-24,21485000.0,21069000.0
W,Establishment Size,20-49 employees,2016-10-01,21486000.0,21075000.0
W,Establishment Size,20-49 employees,2016-10-08,21498000.0,21079000.0
W,Establishment Size,20-49 employees,2016-10-15,21507000.0,21085000.0
W,Establishment Size,20-49 employees,2016-10-22,21510000.0,21090000.0
W,Establishment Size,20-49 employees,2016-10-29,21512000.0,21095000.0
W,Establishment Size,20-49 employees,2016-11-05,21519000.0,21102000.0
W,Establishment Size,20-49 employees,2016-11-12,21522000.0,21109000.0
W,Establishment Size,20-49 employees,2016-11-19,21524000.0,21117000.0
W,Establishment Size,20-49 employees,2016-11-26,21507000.0,21125000.0
W,Establishment Size,20-49 employees,2016-12-03,21447000.0,21132000.0
W,Establishment Size,20-49 employees,2016-12-10,21383000.0,21140000.0
W,Establishment Size,20-49 employees,2016-12-17,21372000.0,21151000.0
W,Establishment Size,20-49 employees,2016-12-24,21337000.0,21162000.0
W,Establishment Size,20-49 employees,2016-12-31,21280000.0,21171000.0
W,Establishment Size,20-49 employees,2017-01-07,21221000.0,21180000.0
W,Establishment Size,20-49 employees,2017-01-14,21187000.0,21189000.0
W,Establishment Size,20-49 employees,2017-01-21,21185000.0,21197000.0
W,Establishment Size,20-49 employees,2017-01-28,21178000.0,21204000.0
W,Establishment Size,20-49 employees,2017-02-04,21188000.0,21212000.0
W,Establishment Size,20-49 employees,2017-02-11,21186000.0,21218000.0
W,Establishment Size,20-49 employees,2017-02-18,21197000.0,21227000.0
W,Establishment Size,20-49 employees,2017-02-25,21206000.0,21234000.0
W,Establishment Size,20-49 employees,2017-03-04,21215000.0,21238000.0
W,Establishment Size,20-49 employees,2017-03-11,21246000.0,21244000.0
W,Establishment Size,20-49 employees,2017-03-18,21265000.0,21250000.0
W,Establishment Size,20-49 employees,2017-03-25,21287000.0,21257000.0
W,Establishment Size,20-49 employees,2017-04-01,21313000.0,21263000.0
W,Establishment Size,20-49 employees,2017-04-08,21342000.0,21270000.0
W,Establishment Size,20-49 employees,2017-04-15,21371000.0,21278000.0
W,Establishment Size,20-49 employees,2017-04-22,21386000.0,21285000.0
W,Establishment Size,20-49 employees,2017-04-29,21420000.0,21292000.0
W,Establishment Size,20-49 employees,2017-05-06,21444000.0,21299000.0
W,Establishment Size,20-49 employees,2017-05-13,21485000.0,21307000.0
W,Establishment Size,20-49 employees,2017-05-20,21540000.0,21315000.0
W,Establishment Size,20-49 employees,2017-05-27,21591000.0,21322000.0
W,Establishment Size,20-49 employees,2017-06-03,21656000.0,21331000.0
W,Establishment Size,20-49 employees,2017-06-10,21713000.0,21340000.0
W,Establishment Size,20-49 employees,2017-06-17,21760000.0,21348000.0
W,Establishment Size,20-49 employees,2017-06-24,21799000.0,21357000.0
W,Establishment Size,20-49 employees,2017-07-01,21826000.0,21365000.0
W,Establishment Size,20-49 employees,2017-07-08,21841000.0,21374000.0
W,Establishment Size,20-49 employees,2017-07-15,21834000.0,21382000.0
W,Establishment Size,20-49 employees,2017-07-22,21853000.0,21391000.0
W,Establishment Size,20-49 employees,2017-07-29,21855000.0,21399000.0
W,Establishment Size,20-49 employees,2017-08-05,21868000.0,21407000.0
W,Establishment Size,20-49 employees,2017-08-12,21877000.0,21415000.0
W,Establishment Size,20-49 employees,2017-08-19,21871000.0,21422000.0
W,Establishment Size,20-49 employees,2017-08-26,21857000.0,21428000.0
W,Establishment Size,20-49 employees,2017-09-02,21854000.0,21435000.0
W,Establishment Size,20-49 employees,2017-09-09,21860000.0,21441000.0
W,Establishment Size,20-49 employees,2017-09-16,21859000.0,21447000.0
W,Establishment Size,20-49 employees,2017-09-23,21861000.0,21452000.0
W,Establishment Size,20-49 employees,2017-09-30,21862000.0,21458000.0
W,Establishment Size,20-49 employees,2017-10-07,21880000.0,21464000.0
W,Establishment Size,20-49 employees,2017-10-14,21886000.0,21470000.0
W,Establishment Size,20-49 employees,2017-10-21,21880000.0,21475000.0
W,Establishment Size,20-49 employees,2017-10-28,21875000.0,21479000.0
W,Establishment Size,20-49 employees,2017-11-04,21881000.0,21484000.0
W,Establishment Size,20-49 employees,2017-11-11,21894000.0,21491000.0
W,Establishment Size,20-49 employees,2017-11-18,21898000.0,21497000.0
W,Establishment Size,20-49 employees,2017-11-25,21864000.0,21503000.0
W,Establishment Size,20-49 employees,2017-12-02,21819000.0,21509000.0
W,Establishment Size,20-49 employees,2017-12-09,21766000.0,21515000.0
W,Establishment Size,20-49 employees,2017-12-16,21735000.0,21523000.0
W,Establishment Size,20-49 employees,2017-12-23,21695000.0,21529000.0
W,Establishment Size,20-49 employees,2017-12-30,21645000.0,21535000.0
W,Establishment Size,20-49 employees,2018-01-06,21581000.0,21542000.0
W,Establishment Size,20-49 employees,2018-01-13,21532000.0,21548000.0
W,Establishment Size,20-49 employees,2018-01-20,21520000.0,21553000.0
W,Establishment Size,20-49 employees,2018-01-27,21512000.0,21558000.0
W,Establishment Size,20-49 employees,2018-02-03,21508000.0,21562000.0
W,Establishment Size,20-49 employees,2018-02-10,21529000.0,21568000.0
W,Establishment Size,20-49 employees,2018-02-17,21544000.0,21575000.0
W,Establishment Size,20-49 employees,2018-02-24,21558000.0,21580000.0
W,Establishment Size,20-49 employees,2018-03-03,21580000.0,21586000.0
W,Establishment Size,20-49 employees,2018-03-10,21600000.0,21592000.0
W,Establishment Size,20-49 employees,2018-03-17,21617000.0,21598000.0
W,Establishment Size,20-49 employees,2018-03-24,21638000.0,21604000.0
W,Establishment Size,20-49 employees,2018-03-31,21655000.0,21610000.0
W,Establishment Size,20-49 employees,2018-04-07,21672000.0,21617000.0
W,Establishment Size,20-49 employees,2018-04-14,21694000.0,21623000.0
W,Establishment Size,20-49 employees,2018-04-21,21723000.0,21631000.0
W,Establishment Size,20-49 employees,2018-04-28,21748000.0,21637000.0
W,Establishment Size,20-49 employees,2018-05-05,21789000.0,21643000.0
W,Establishment Size,20-49 employees,2018-05-12,21834000.0,21651000.0
W,Establishment Size,20-49 employees,2018-05-19,21882000.0,21657000.0
W,Establishment Size,20-49 employees,2018-05-26,21937000.0,21664000.0
W,Establishment Size,20-49 employees,2018-06-02,21991000.0,21671000.0
W,Establishment Size,20-49 employees,2018-06-09,22047000.0,21678000.0
W,Establishment Size,20-49 employees,2018-06-16,22102000.0,21686000.0
W,Establishment Size,20-49 employees,2018-06-23,22143000.0,21694000.0
W,Establishment Size,20-49 employees,2018-06-30,22180000.0,21703000.0
W,Establishment Size,20-49 employees,2018-07-07,22193000.0,21711000.0
W,Establishment Size,20-49 employees,2018-07-14,22186000.0,21719000.0
W,Establishment Size,20-49 employees,2018-07-21,22204000.0,21727000.0
W,Establishment Size,20-49 employees,2018-07-28,22213000.0,21733000.0
W,Establishment Size,20-49 employees,2018-08-04,22218000.0,21740000.0
W,Establishment Size,20-49 employees,2018-08-11,22222000.0,21746000.0
W,Establishment Size,20-49 employees,2018-08-18,22205000.0,21752000.0
W,Establishment Size,20-49 employees,2018-08-25,22181000.0,21756000.0
W,Establishment Size,20-49 employees,2018-09-01,22173000.0,21760000.0
W,Establishment Size,20-49 employees,2018-09-08,22167000.0,21764000.0
W,Establishment Size,20-49 employees,2018-09-15,22158000.0,21766000.0
W,Establishment Size,20-49 employees,2018-09-22,22166000.0,21769000.0
W,Establishment Size,20-49 employees,2018-09-29,22174000.0,21772000.0
W,Establishment Size,20-49 employees,2018-10-06,22185000.0,21775000.0
W,Establishment Size,20-49 employees,2018-10-13,22196000.0,21778000.0
W,Establishment Size,20-49 employees,2018-10-20,22201000.0,21782000.0
W,Establishment Size,20-49 employees,2018-10-27,22210000.0,21786000.0
W,Establishment Size,20-49 employees,2018-11-03,22217000.0,21792000.0
W,Establishment Size,20-49 employees,2018-11-10,22227000.0,21799000.0
W,Establishment Size,20-49 employees,2018-11-17,22231000.0,21805000.0
W,Establishment Size,20-49 employees,2018-11-24,22215000.0,21813000.0
W,Establishment Size,20-49 employees,2018-12-01,22157000.0,21820000.0
W,Establishment Size,20-49 employees,2018-12-08,22108000.0,21828000.0
W,Establishment Size,20-49 employees,2018-12-15,22074000.0,21834000.0
W,Establishment Size,20-49 employees,2018-12-22,22044000.0,21841000.0
W,Establishment Size,20-49 employees,2018-12-29,22011000.0,21849000.0
W,Establishment Size,20-49 employees,2019-01-05,21926000.0,21855000.0
W,Establishment Size,20-49 employees,2019-01-12,21863000.0,21859000.0
W,Establishment Size,20-49 employees,2019-01-19,21840000.0,21863000.0
W,Establishment Size,20-49 employees,2019-01-26,21831000.0,21866000.0
W,Establishment Size,20-49 employees,2019-02-02,21833000.0,21870000.0
W,Establishment Size,20-49 employees,2019-02-09,21834000.0,21873000.0
W,Establishment Size,20-49 employees,2019-02-16,21829000.0,21876000.0
W,Establishment Size,20-49 employees,2019-02-23,21821000.0,21877000.0
W,Establishment Size,20-49 employees,2019-03-02,21836000.0,21878000.0
W,Establishment Size,20-49 employees,2019-03-09,21845000.0,21878000.0
W,Establishment Size,20-49 employees,2019-03-16,21856000.0,21877000.0
W,Establishment Size,20-49 employees,2019-03-23,21875000.0,21877000.0
W,Establishment Size,20-49 employees,2019-03-30,21895000.0,21877000.0
W,Establishment Size,20-49 employees,2019-04-06,21916000.0,21878000.0
W,Establishment Size,20-49 employees,2019-04-13,21960000.0,21881000.0
W,Establishment Size,20-49 employees,2019-04-20,21980000.0,21882000.0
W,Establishment Size,20-49 employees,2019-04-27,21996000.0,21883000.0
W,Establishment Size,20-49 employees,2019-05-04,22024000.0,21885000.0
W,Establishment Size,20-49 employees,2019-05-11,22059000.0,21889000.0
W,Establishment Size,20-49 employees,2019-05-18,22082000.0,21890000.0
W,Establishment Size,20-49 employees,2019-05-25,22126000.0,21891000.0
W,Establishment Size,20-49 employees,2019-06-01,22162000.0,21892000.0
W,Establishment Size,20-49 employees,2019-06-08,22220000.0,21892000.0
W,Establishment Size,20-49 employees,2019-06-15,22280000.0,21893000.0
W,Establishment Size,20-49 employees,2019-06-22,22317000.0,21893000.0
W,Establishment Size,20-49 employees,2019-06-29,22351000.0,21892000.0
W,Establishment Size,20-49 employees,2019-07-06,22366000.0,21891000.0
W,Establishment Size,20-49 employees,2019-07-13,22361000.0,21891000.0
W,Establishment Size,20-49 employees,2019-07-20,22367000.0,21890000.0
W,Establishment Size,20-49 employees,2019-07-27,22373000.0,21889000.0
W,Establishment Size,20-49 employees,2019-08-03,22362000.0,21889000.0
W,Establishment Size,20-49 employees,2019-08-10,22347000.0,21888000.0
W,Establishment Size,20-49 employees,2019-08-17,22339000.0,21888000.0
W,Establishment Size,20-49 employees,2019-08-24,22314000.0,21888000.0
W,Establishment Size,20-49 employees,2019-08-31,22310000.0,21887000.0
W,Establishment Size,20-49 employees,2019-09-07,22294000.0,21887000.0
W,Establishment Size,20-49 employees,2019-09-14,22283000.0,21885000.0
W,Establishment Size,20-49 employees,2019-09-21,22281000.0,21883000.0
W,Establishment Size,20-49 employees,2019-09-28,22285000.0,21882000.0
W,Establishment Size,20-49 employees,2019-10-05,22277000.0,21879000.0
W,Establishment Size,20-49 employees,2019-10-12,22284000.0,21877000.0
W,Establishment Size,20-49 employees,2019-10-19,22273000.0,21874000.0
W,Establishment Size,20-49 employees,2019-10-26,22268000.0,21873000.0
W,Establishment Size,20-49 employees,2019-11-02,22266000.0,21872000.0
W,Establishment Size,20-49 employees,2019-11-09,22257000.0,21870000.0
W,Establishment Size,20-49 employees,2019-11-16,22250000.0,21865000.0
W,Establishment Size,20-49 employees,2019-11-23,22250000.0,21863000.0
W,Establishment Size,20-49 employees,2019-11-30,22220000.0,21862000.0
W,Establishment Size,20-49 employees,2019-12-07,22166000.0,21861000.0
W,Establishment Size,20-49 employees,2019-12-14,22099000.0,21858000.0
W,Establishment Size,20-49 employees,2019-12-21,22057000.0,21855000.0
W,Establishment Size,20-49 employees,2019-12-28,22009000.0,21852000.0
W,Establishment Size,20-49 employees,2020-01-04,21921000.0,21848000.0
W,Establishment Size,20-49 employees,2020-01-11,21875000.0,21846000.0
W,Establishment Size,20-49 employees,2020-01-18,21864000.0,21844000.0
W,Establishment Size,20-49 employees,2020-01-25,21862000.0,21844000.0
